[2025-03-03 05:45:32,895] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:32,914] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:32,947] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,113] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,289] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,293] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,304] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:33,316] [INFO] [real_accelerator.py:222:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-03-03 05:45:34,542] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,542] [INFO] [comm.py:689:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2025-03-03 05:45:34,650] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,764] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:34,908] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,025] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,037] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,127] [INFO] [comm.py:658:init_distributed] cdb=None
[2025-03-03 05:45:35,140] [INFO] [comm.py:658:init_distributed] cdb=None
ninja: no work to do.
Time to load fused_adam op: 0.03647017478942871 seconds
Time to load fused_adam op: 0.10161828994750977 seconds
Time to load fused_adam op: 0.10178756713867188 seconds
Time to load fused_adam op: 0.10155630111694336 seconds
Time to load fused_adam op: 0.10130953788757324 seconds
Time to load fused_adam op: 0.10158467292785645 seconds
Time to load fused_adam op: 0.10156893730163574 seconds
Time to load fused_adam op: 0.10129547119140625 seconds
[2025-03-03 05:45:45,001] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,111] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,121] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,123] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,125] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,125] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,126] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
[2025-03-03 05:45:45,126] [WARNING] [lr_schedules.py:683:get_lr] Attempting to get learning rate from scheduler before it has started
{'loss': 1.3111, 'grad_norm': 2.249453796210676, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 1.3843, 'grad_norm': 1.531945440446321, 'learning_rate': 2.4835164835164834e-05, 'epoch': 0.63}
{'loss': 1.264, 'grad_norm': 1.4034243699731372, 'learning_rate': 2.4725274725274723e-05, 'epoch': 0.63}
{'loss': 1.2858, 'grad_norm': 1.485322830353682, 'learning_rate': 2.4615384615384616e-05, 'epoch': 0.63}
{'loss': 1.3298, 'grad_norm': 1.6131273247023292, 'learning_rate': 2.4505494505494506e-05, 'epoch': 0.63}
{'loss': 1.2414, 'grad_norm': 1.4085614598995644, 'learning_rate': 2.4395604395604395e-05, 'epoch': 0.64}
{'loss': 1.2423, 'grad_norm': 1.3594670319370628, 'learning_rate': 2.4285714285714288e-05, 'epoch': 0.64}
{'loss': 1.2495, 'grad_norm': 1.4271124491076628, 'learning_rate': 2.4175824175824177e-05, 'epoch': 0.64}
{'loss': 1.2459, 'grad_norm': 1.5027435167598282, 'learning_rate': 2.4065934065934067e-05, 'epoch': 0.64}
{'loss': 1.2448, 'grad_norm': 1.440804953103498, 'learning_rate': 2.395604395604396e-05, 'epoch': 0.64}
{'loss': 1.3246, 'grad_norm': 1.4976253786919957, 'learning_rate': 2.3846153846153846e-05, 'epoch': 0.64}
{'loss': 1.258, 'grad_norm': 1.6999398641608783, 'learning_rate': 2.3736263736263735e-05, 'epoch': 0.65}
{'loss': 1.211, 'grad_norm': 1.4794430362607014, 'learning_rate': 2.3626373626373625e-05, 'epoch': 0.65}
{'loss': 1.3101, 'grad_norm': 1.5062153317589124, 'learning_rate': 2.3516483516483518e-05, 'epoch': 0.65}
{'loss': 1.2522, 'grad_norm': 1.387440195599014, 'learning_rate': 2.3406593406593407e-05, 'epoch': 0.65}
{'loss': 1.3351, 'grad_norm': 1.5565295018219585, 'learning_rate': 2.3296703296703297e-05, 'epoch': 0.65}
{'loss': 1.2504, 'grad_norm': 1.4369167305560047, 'learning_rate': 2.318681318681319e-05, 'epoch': 0.65}
{'loss': 1.2543, 'grad_norm': 1.4897163260607564, 'learning_rate': 2.307692307692308e-05, 'epoch': 0.66}
{'loss': 1.2707, 'grad_norm': 1.4138828395288574, 'learning_rate': 2.2967032967032965e-05, 'epoch': 0.66}
{'loss': 1.3667, 'grad_norm': 1.5825761774901088, 'learning_rate': 2.2857142857142858e-05, 'epoch': 0.66}
{'loss': 1.2218, 'grad_norm': 1.4425505771067393, 'learning_rate': 2.2747252747252748e-05, 'epoch': 0.66}
{'loss': 1.2572, 'grad_norm': 1.3767279258165073, 'learning_rate': 2.2637362637362637e-05, 'epoch': 0.66}
{'loss': 1.2552, 'grad_norm': 1.4947087423293381, 'learning_rate': 2.2527472527472527e-05, 'epoch': 0.66}
{'loss': 1.2199, 'grad_norm': 1.3361779604442399, 'learning_rate': 2.241758241758242e-05, 'epoch': 0.67}
{'loss': 1.2443, 'grad_norm': 1.3452191416815416, 'learning_rate': 2.230769230769231e-05, 'epoch': 0.67}
{'loss': 1.2679, 'grad_norm': 1.4397584340344782, 'learning_rate': 2.21978021978022e-05, 'epoch': 0.67}
{'loss': 1.2591, 'grad_norm': 1.5616902351161557, 'learning_rate': 2.208791208791209e-05, 'epoch': 0.67}
{'loss': 1.1977, 'grad_norm': 1.4770095390678133, 'learning_rate': 2.1978021978021977e-05, 'epoch': 0.67}
{'loss': 1.1777, 'grad_norm': 1.5391999778729712, 'learning_rate': 2.1868131868131867e-05, 'epoch': 0.67}
{'loss': 1.2088, 'grad_norm': 1.559263463130857, 'learning_rate': 2.175824175824176e-05, 'epoch': 0.68}
{'loss': 1.2793, 'grad_norm': 1.5384932496397283, 'learning_rate': 2.164835164835165e-05, 'epoch': 0.68}
{'loss': 1.3088, 'grad_norm': 1.6376856312838102, 'learning_rate': 2.153846153846154e-05, 'epoch': 0.68}
{'loss': 1.2344, 'grad_norm': 1.4462652416959236, 'learning_rate': 2.1428571428571428e-05, 'epoch': 0.68}
{'loss': 1.2135, 'grad_norm': 1.4727418100611434, 'learning_rate': 2.131868131868132e-05, 'epoch': 0.68}
{'loss': 1.1909, 'grad_norm': 1.411808725855847, 'learning_rate': 2.120879120879121e-05, 'epoch': 0.68}
{'loss': 1.3091, 'grad_norm': 1.407531366422242, 'learning_rate': 2.10989010989011e-05, 'epoch': 0.69}
{'loss': 1.1477, 'grad_norm': 1.24296449556228, 'learning_rate': 2.098901098901099e-05, 'epoch': 0.69}
{'loss': 1.2981, 'grad_norm': 1.6015127034703256, 'learning_rate': 2.087912087912088e-05, 'epoch': 0.69}
{'loss': 1.2566, 'grad_norm': 1.416204779257358, 'learning_rate': 2.076923076923077e-05, 'epoch': 0.69}
{'loss': 1.2552, 'grad_norm': 1.5369844301039481, 'learning_rate': 2.065934065934066e-05, 'epoch': 0.69}
{'loss': 1.3064, 'grad_norm': 1.4781837242026306, 'learning_rate': 2.054945054945055e-05, 'epoch': 0.69}
{'loss': 1.1934, 'grad_norm': 1.3915260910181502, 'learning_rate': 2.043956043956044e-05, 'epoch': 0.7}
{'loss': 1.2648, 'grad_norm': 1.3916250340674083, 'learning_rate': 2.032967032967033e-05, 'epoch': 0.7}
{'loss': 1.206, 'grad_norm': 1.3919233197790877, 'learning_rate': 2.0219780219780223e-05, 'epoch': 0.7}
{'loss': 1.2375, 'grad_norm': 1.5017457975198907, 'learning_rate': 2.010989010989011e-05, 'epoch': 0.7}
{'loss': 1.2534, 'grad_norm': 1.4656685503445157, 'learning_rate': 1.9999999999999998e-05, 'epoch': 0.7}
{'loss': 1.2509, 'grad_norm': 1.6211608872816363, 'learning_rate': 1.989010989010989e-05, 'epoch': 0.7}
{'loss': 1.2479, 'grad_norm': 1.5718952761606952, 'learning_rate': 1.978021978021978e-05, 'epoch': 0.71}
{'loss': 1.2147, 'grad_norm': 1.639335852448983, 'learning_rate': 1.967032967032967e-05, 'epoch': 0.71}
{'loss': 1.3, 'grad_norm': 1.4719860869195873, 'learning_rate': 1.9560439560439563e-05, 'epoch': 0.71}
{'loss': 1.2636, 'grad_norm': 1.4088023864293722, 'learning_rate': 1.9450549450549452e-05, 'epoch': 0.71}
{'loss': 1.2943, 'grad_norm': 1.4862715801857174, 'learning_rate': 1.9340659340659342e-05, 'epoch': 0.71}
{'loss': 1.2661, 'grad_norm': 1.4798304809967873, 'learning_rate': 1.923076923076923e-05, 'epoch': 0.71}
{'loss': 1.2827, 'grad_norm': 1.6138114889118167, 'learning_rate': 1.912087912087912e-05, 'epoch': 0.71}
{'loss': 1.3362, 'grad_norm': 1.532085268740261, 'learning_rate': 1.901098901098901e-05, 'epoch': 0.72}
{'loss': 1.2842, 'grad_norm': 1.5466506487055296, 'learning_rate': 1.89010989010989e-05, 'epoch': 0.72}
{'loss': 1.2684, 'grad_norm': 1.4555901567376304, 'learning_rate': 1.8791208791208793e-05, 'epoch': 0.72}
{'loss': 1.295, 'grad_norm': 1.47115243074513, 'learning_rate': 1.8681318681318682e-05, 'epoch': 0.72}
{'loss': 1.1973, 'grad_norm': 1.549878450980699, 'learning_rate': 1.8571428571428572e-05, 'epoch': 0.72}
{'loss': 1.3011, 'grad_norm': 1.5828364077661343, 'learning_rate': 1.8461538461538465e-05, 'epoch': 0.72}
{'loss': 1.3525, 'grad_norm': 1.5467040612918015, 'learning_rate': 1.8351648351648354e-05, 'epoch': 0.73}
{'loss': 1.228, 'grad_norm': 1.5104383620534616, 'learning_rate': 1.824175824175824e-05, 'epoch': 0.73}
{'loss': 1.2198, 'grad_norm': 1.4588319017027072, 'learning_rate': 1.813186813186813e-05, 'epoch': 0.73}
{'loss': 1.2112, 'grad_norm': 1.3113994525581905, 'learning_rate': 1.8021978021978023e-05, 'epoch': 0.73}
{'loss': 1.2748, 'grad_norm': 1.420992734736125, 'learning_rate': 1.7912087912087912e-05, 'epoch': 0.73}
{'loss': 1.2257, 'grad_norm': 1.4525094317919522, 'learning_rate': 1.78021978021978e-05, 'epoch': 0.73}
{'loss': 1.2897, 'grad_norm': 1.4112680126219868, 'learning_rate': 1.7692307692307694e-05, 'epoch': 0.74}
{'loss': 1.2849, 'grad_norm': 1.4618608137586493, 'learning_rate': 1.7582417582417584e-05, 'epoch': 0.74}
{'loss': 1.3438, 'grad_norm': 1.5173292508285476, 'learning_rate': 1.7472527472527473e-05, 'epoch': 0.74}
{'loss': 1.3169, 'grad_norm': 1.5290157600523695, 'learning_rate': 1.7362637362637366e-05, 'epoch': 0.74}
{'loss': 1.2704, 'grad_norm': 1.3281052083055425, 'learning_rate': 1.7252747252747252e-05, 'epoch': 0.74}
{'loss': 1.2911, 'grad_norm': 1.5030847460775427, 'learning_rate': 1.7142857142857142e-05, 'epoch': 0.74}
{'loss': 1.2814, 'grad_norm': 1.3762061724150292, 'learning_rate': 1.703296703296703e-05, 'epoch': 0.75}
{'loss': 1.1546, 'grad_norm': 1.3790325074572536, 'learning_rate': 1.6923076923076924e-05, 'epoch': 0.75}
{'loss': 1.3302, 'grad_norm': 1.4240021775850513, 'learning_rate': 1.6813186813186814e-05, 'epoch': 0.75}
{'loss': 1.2978, 'grad_norm': 1.6035429084491848, 'learning_rate': 1.6703296703296703e-05, 'epoch': 0.75}
{'loss': 1.3077, 'grad_norm': 1.4127906432778348, 'learning_rate': 1.6593406593406596e-05, 'epoch': 0.75}
{'loss': 1.2206, 'grad_norm': 1.4647899566945686, 'learning_rate': 1.6483516483516486e-05, 'epoch': 0.75}
{'loss': 1.3264, 'grad_norm': 1.5789840173232534, 'learning_rate': 1.637362637362637e-05, 'epoch': 0.76}
{'loss': 1.2574, 'grad_norm': 1.5559400563890395, 'learning_rate': 1.6263736263736265e-05, 'epoch': 0.76}
{'loss': 1.1973, 'grad_norm': 1.2716494685985358, 'learning_rate': 1.6153846153846154e-05, 'epoch': 0.76}
{'loss': 1.2582, 'grad_norm': 1.424274055549665, 'learning_rate': 1.6043956043956043e-05, 'epoch': 0.76}
{'loss': 1.3139, 'grad_norm': 1.544765614011017, 'learning_rate': 1.5934065934065933e-05, 'epoch': 0.76}
{'loss': 1.2159, 'grad_norm': 1.505067134513102, 'learning_rate': 1.5824175824175826e-05, 'epoch': 0.76}
{'loss': 1.3872, 'grad_norm': 1.5558648946646456, 'learning_rate': 1.5714285714285715e-05, 'epoch': 0.77}
{'loss': 1.3044, 'grad_norm': 1.5511803870062426, 'learning_rate': 1.5604395604395605e-05, 'epoch': 0.77}
{'loss': 1.3232, 'grad_norm': 1.6032247709344112, 'learning_rate': 1.5494505494505498e-05, 'epoch': 0.77}
{'loss': 1.3068, 'grad_norm': 1.616979687003446, 'learning_rate': 1.5384615384615384e-05, 'epoch': 0.77}
{'loss': 1.31, 'grad_norm': 1.4240635388161054, 'learning_rate': 1.5274725274725273e-05, 'epoch': 0.77}
{'loss': 1.3063, 'grad_norm': 1.5753755696904128, 'learning_rate': 1.5164835164835164e-05, 'epoch': 0.77}
{'loss': 1.2974, 'grad_norm': 1.4772329271730533, 'learning_rate': 1.5054945054945056e-05, 'epoch': 0.78}
{'loss': 1.2263, 'grad_norm': 1.332714319581925, 'learning_rate': 1.4945054945054945e-05, 'epoch': 0.78}
{'loss': 1.2584, 'grad_norm': 1.509862741206609, 'learning_rate': 1.4835164835164836e-05, 'epoch': 0.78}
{'loss': 1.1874, 'grad_norm': 1.5171052448828009, 'learning_rate': 1.4725274725274726e-05, 'epoch': 0.78}
{'loss': 1.2247, 'grad_norm': 1.4520479538200077, 'learning_rate': 1.4615384615384615e-05, 'epoch': 0.78}
{'loss': 1.2628, 'grad_norm': 1.5212154518034795, 'learning_rate': 1.4505494505494506e-05, 'epoch': 0.78}
{'loss': 1.2504, 'grad_norm': 1.486309677992047, 'learning_rate': 1.4395604395604396e-05, 'epoch': 0.79}
{'loss': 1.2747, 'grad_norm': 1.4108180978804485, 'learning_rate': 1.4285714285714285e-05, 'epoch': 0.79}
{'loss': 1.2317, 'grad_norm': 1.440621014835696, 'learning_rate': 1.4175824175824177e-05, 'epoch': 0.79}
{'loss': 1.2255, 'grad_norm': 1.931839087062062, 'learning_rate': 1.4065934065934066e-05, 'epoch': 0.79}
{'loss': 1.2056, 'grad_norm': 1.4784291895969668, 'learning_rate': 1.3956043956043957e-05, 'epoch': 0.79}
{'loss': 1.2661, 'grad_norm': 1.5919056112209107, 'learning_rate': 1.3846153846153847e-05, 'epoch': 0.79}
{'loss': 1.3707, 'grad_norm': 1.6184068588594225, 'learning_rate': 1.3736263736263736e-05, 'epoch': 0.8}
{'loss': 1.2686, 'grad_norm': 1.4081919083697487, 'learning_rate': 1.3626373626373627e-05, 'epoch': 0.8}
{'loss': 1.2094, 'grad_norm': 1.449557694028092, 'learning_rate': 1.3516483516483517e-05, 'epoch': 0.8}
{'loss': 1.3114, 'grad_norm': 1.47746798085278, 'learning_rate': 1.3406593406593408e-05, 'epoch': 0.8}
{'loss': 1.305, 'grad_norm': 1.4883146507540157, 'learning_rate': 1.3296703296703296e-05, 'epoch': 0.8}
{'loss': 1.3027, 'grad_norm': 1.5871644934608946, 'learning_rate': 1.3186813186813187e-05, 'epoch': 0.8}
{'loss': 1.3607, 'grad_norm': 1.4640600931153924, 'learning_rate': 1.3076923076923078e-05, 'epoch': 0.81}
{'loss': 1.2197, 'grad_norm': 1.4485405417191568, 'learning_rate': 1.2967032967032968e-05, 'epoch': 0.81}
{'loss': 1.2849, 'grad_norm': 1.4615154245236708, 'learning_rate': 1.2857142857142857e-05, 'epoch': 0.81}
{'loss': 1.3199, 'grad_norm': 1.36534644282245, 'learning_rate': 1.2747252747252747e-05, 'epoch': 0.81}
{'loss': 1.2441, 'grad_norm': 1.527645149639324, 'learning_rate': 1.2637362637362638e-05, 'epoch': 0.81}
{'loss': 1.2231, 'grad_norm': 1.4994530475334005, 'learning_rate': 1.2527472527472529e-05, 'epoch': 0.81}
{'loss': 1.2227, 'grad_norm': 1.40978145109549, 'learning_rate': 1.2417582417582417e-05, 'epoch': 0.82}
{'loss': 1.2207, 'grad_norm': 1.4550924620466077, 'learning_rate': 1.2307692307692308e-05, 'epoch': 0.82}
{'loss': 1.1962, 'grad_norm': 1.4847740841498867, 'learning_rate': 1.2197802197802198e-05, 'epoch': 0.82}
{'loss': 1.3422, 'grad_norm': 1.52437034803293, 'learning_rate': 1.2087912087912089e-05, 'epoch': 0.82}
{'loss': 1.2456, 'grad_norm': 1.3756425396616956, 'learning_rate': 1.197802197802198e-05, 'epoch': 0.82}
{'loss': 1.3021, 'grad_norm': 1.468290541188046, 'learning_rate': 1.1868131868131868e-05, 'epoch': 0.82}
{'loss': 1.2847, 'grad_norm': 1.4494784962959488, 'learning_rate': 1.1758241758241759e-05, 'epoch': 0.83}
{'loss': 1.301, 'grad_norm': 1.4628031033460844, 'learning_rate': 1.1648351648351648e-05, 'epoch': 0.83}
{'loss': 1.2495, 'grad_norm': 1.4211810587968496, 'learning_rate': 1.153846153846154e-05, 'epoch': 0.83}
{'loss': 1.2166, 'grad_norm': 1.5427974557558404, 'learning_rate': 1.1428571428571429e-05, 'epoch': 0.83}
{'loss': 1.258, 'grad_norm': 1.4828628065220022, 'learning_rate': 1.1318681318681319e-05, 'epoch': 0.83}
{'loss': 1.2643, 'grad_norm': 1.594273948562538, 'learning_rate': 1.120879120879121e-05, 'epoch': 0.83}
{'loss': 1.2437, 'grad_norm': 1.5369677545047753, 'learning_rate': 1.10989010989011e-05, 'epoch': 0.84}
{'loss': 1.2503, 'grad_norm': 1.429886684196242, 'learning_rate': 1.0989010989010989e-05, 'epoch': 0.84}
{'loss': 1.1786, 'grad_norm': 1.321443919420403, 'learning_rate': 1.087912087912088e-05, 'epoch': 0.84}
{'loss': 1.3025, 'grad_norm': 1.4694866200007008, 'learning_rate': 1.076923076923077e-05, 'epoch': 0.84}
{'loss': 1.2119, 'grad_norm': 1.3934339378775087, 'learning_rate': 1.065934065934066e-05, 'epoch': 0.84}
{'loss': 1.273, 'grad_norm': 1.429759289549418, 'learning_rate': 1.054945054945055e-05, 'epoch': 0.84}
{'loss': 1.2821, 'grad_norm': 1.537369624867213, 'learning_rate': 1.043956043956044e-05, 'epoch': 0.85}
{'loss': 1.183, 'grad_norm': 1.4907077822300865, 'learning_rate': 1.032967032967033e-05, 'epoch': 0.85}
{'loss': 1.2696, 'grad_norm': 1.4844696817819354, 'learning_rate': 1.021978021978022e-05, 'epoch': 0.85}
{'loss': 1.312, 'grad_norm': 1.4576686252522972, 'learning_rate': 1.0109890109890111e-05, 'epoch': 0.85}
{'loss': 1.298, 'grad_norm': 1.5682268098551426, 'learning_rate': 9.999999999999999e-06, 'epoch': 0.85}
{'loss': 1.2399, 'grad_norm': 1.45596847432454, 'learning_rate': 9.89010989010989e-06, 'epoch': 0.85}
{'loss': 1.2709, 'grad_norm': 1.50217827943496, 'learning_rate': 9.780219780219781e-06, 'epoch': 0.86}
{'loss': 1.1859, 'grad_norm': 1.4362289780422075, 'learning_rate': 9.670329670329671e-06, 'epoch': 0.86}
{'loss': 1.2641, 'grad_norm': 1.4577001105158345, 'learning_rate': 9.56043956043956e-06, 'epoch': 0.86}
{'loss': 1.2848, 'grad_norm': 1.69086847720309, 'learning_rate': 9.45054945054945e-06, 'epoch': 0.86}
{'loss': 1.2739, 'grad_norm': 1.535707020663189, 'learning_rate': 9.340659340659341e-06, 'epoch': 0.86}
{'loss': 1.2771, 'grad_norm': 1.6142308578502373, 'learning_rate': 9.230769230769232e-06, 'epoch': 0.86}
{'loss': 1.2468, 'grad_norm': 1.4201373706779459, 'learning_rate': 9.12087912087912e-06, 'epoch': 0.86}
{'loss': 1.2325, 'grad_norm': 1.348011710792407, 'learning_rate': 9.010989010989011e-06, 'epoch': 0.87}
{'loss': 1.288, 'grad_norm': 1.508472120457933, 'learning_rate': 8.9010989010989e-06, 'epoch': 0.87}
{'loss': 1.2464, 'grad_norm': 1.3702202864864998, 'learning_rate': 8.791208791208792e-06, 'epoch': 0.87}
{'loss': 1.2798, 'grad_norm': 1.4807426581728056, 'learning_rate': 8.681318681318683e-06, 'epoch': 0.87}
{'loss': 1.3467, 'grad_norm': 1.5781497009157168, 'learning_rate': 8.571428571428571e-06, 'epoch': 0.87}
{'loss': 1.1943, 'grad_norm': 1.4367363601443346, 'learning_rate': 8.461538461538462e-06, 'epoch': 0.87}
{'loss': 1.3358, 'grad_norm': 1.4465197495748319, 'learning_rate': 8.351648351648352e-06, 'epoch': 0.88}
{'loss': 1.1742, 'grad_norm': 1.366469276331286, 'learning_rate': 8.241758241758243e-06, 'epoch': 0.88}
{'loss': 1.4023, 'grad_norm': 1.6208011225202237, 'learning_rate': 8.131868131868132e-06, 'epoch': 0.88}
{'loss': 1.3094, 'grad_norm': 1.516842854225606, 'learning_rate': 8.021978021978022e-06, 'epoch': 0.88}
{'loss': 1.2174, 'grad_norm': 1.4013619559054133, 'learning_rate': 7.912087912087913e-06, 'epoch': 0.88}
{'loss': 1.3297, 'grad_norm': 1.6621511882179993, 'learning_rate': 7.802197802197802e-06, 'epoch': 0.88}
{'loss': 1.3175, 'grad_norm': 1.4305697361182574, 'learning_rate': 7.692307692307692e-06, 'epoch': 0.89}
{'loss': 1.3377, 'grad_norm': 1.5856150031460676, 'learning_rate': 7.582417582417582e-06, 'epoch': 0.89}
{'loss': 1.2697, 'grad_norm': 1.4487439634840822, 'learning_rate': 7.4725274725274726e-06, 'epoch': 0.89}
{'loss': 1.3043, 'grad_norm': 1.5429353734523008, 'learning_rate': 7.362637362637363e-06, 'epoch': 0.89}
{'loss': 1.2045, 'grad_norm': 1.470938006486678, 'learning_rate': 7.252747252747253e-06, 'epoch': 0.89}
{'loss': 1.2841, 'grad_norm': 1.590301972510105, 'learning_rate': 7.142857142857143e-06, 'epoch': 0.89}
{'loss': 1.2558, 'grad_norm': 1.5353640350196232, 'learning_rate': 7.032967032967033e-06, 'epoch': 0.9}
{'loss': 1.2498, 'grad_norm': 1.6455820672461505, 'learning_rate': 6.923076923076923e-06, 'epoch': 0.9}
{'loss': 1.3856, 'grad_norm': 1.4740174981454146, 'learning_rate': 6.813186813186814e-06, 'epoch': 0.9}
{'loss': 1.2492, 'grad_norm': 1.480472453975825, 'learning_rate': 6.703296703296704e-06, 'epoch': 0.9}
{'loss': 1.3, 'grad_norm': 1.6001138974419875, 'learning_rate': 6.5934065934065935e-06, 'epoch': 0.9}
{'loss': 1.2754, 'grad_norm': 1.5600996271745613, 'learning_rate': 6.483516483516484e-06, 'epoch': 0.9}
{'loss': 1.2821, 'grad_norm': 1.3671100267530476, 'learning_rate': 6.373626373626373e-06, 'epoch': 0.91}
{'loss': 1.2462, 'grad_norm': 1.4603174699224877, 'learning_rate': 6.2637362637362645e-06, 'epoch': 0.91}
{'loss': 1.206, 'grad_norm': 1.5103534378322283, 'learning_rate': 6.153846153846154e-06, 'epoch': 0.91}
{'loss': 1.2696, 'grad_norm': 1.3894717545824857, 'learning_rate': 6.043956043956044e-06, 'epoch': 0.91}
{'loss': 1.2552, 'grad_norm': 1.5355252897365554, 'learning_rate': 5.934065934065934e-06, 'epoch': 0.91}
{'loss': 1.2699, 'grad_norm': 1.52554832356452, 'learning_rate': 5.824175824175824e-06, 'epoch': 0.91}
{'loss': 1.2945, 'grad_norm': 1.5113476832571946, 'learning_rate': 5.7142857142857145e-06, 'epoch': 0.92}
{'loss': 1.2664, 'grad_norm': 1.4939583860471892, 'learning_rate': 5.604395604395605e-06, 'epoch': 0.92}
{'loss': 1.307, 'grad_norm': 1.6769083851929187, 'learning_rate': 5.494505494505494e-06, 'epoch': 0.92}
{'loss': 1.2346, 'grad_norm': 1.4606748946698238, 'learning_rate': 5.384615384615385e-06, 'epoch': 0.92}
{'loss': 1.2003, 'grad_norm': 1.4373416813452864, 'learning_rate': 5.274725274725275e-06, 'epoch': 0.92}
{'loss': 1.275, 'grad_norm': 1.5547409431818162, 'learning_rate': 5.164835164835165e-06, 'epoch': 0.92}
{'loss': 1.304, 'grad_norm': 1.5133774600268546, 'learning_rate': 5.054945054945056e-06, 'epoch': 0.93}
{'loss': 1.2924, 'grad_norm': 1.550769949999172, 'learning_rate': 4.945054945054945e-06, 'epoch': 0.93}
{'loss': 1.3394, 'grad_norm': 1.5182283204099762, 'learning_rate': 4.8351648351648355e-06, 'epoch': 0.93}
{'loss': 1.3002, 'grad_norm': 1.4542975668299707, 'learning_rate': 4.725274725274725e-06, 'epoch': 0.93}
{'loss': 1.2514, 'grad_norm': 1.444626351460426, 'learning_rate': 4.615384615384616e-06, 'epoch': 0.93}
{'loss': 1.2364, 'grad_norm': 1.492282484936013, 'learning_rate': 4.505494505494506e-06, 'epoch': 0.93}
{'loss': 1.2974, 'grad_norm': 1.3828704304602821, 'learning_rate': 4.395604395604396e-06, 'epoch': 0.94}
{'loss': 1.3361, 'grad_norm': 1.541109302221433, 'learning_rate': 4.2857142857142855e-06, 'epoch': 0.94}
{'loss': 1.1779, 'grad_norm': 1.5029330188498655, 'learning_rate': 4.175824175824176e-06, 'epoch': 0.94}
{'loss': 1.2478, 'grad_norm': 1.4317113174533642, 'learning_rate': 4.065934065934066e-06, 'epoch': 0.94}
{'loss': 1.3494, 'grad_norm': 1.590675080415953, 'learning_rate': 3.9560439560439565e-06, 'epoch': 0.94}
{'loss': 1.236, 'grad_norm': 1.4047490480918394, 'learning_rate': 3.846153846153846e-06, 'epoch': 0.94}
{'loss': 1.2384, 'grad_norm': 1.3542219248525715, 'learning_rate': 3.7362637362637363e-06, 'epoch': 0.95}
{'loss': 1.2936, 'grad_norm': 1.4698026415628949, 'learning_rate': 3.6263736263736266e-06, 'epoch': 0.95}
{'loss': 1.3036, 'grad_norm': 1.3813307414901994, 'learning_rate': 3.5164835164835165e-06, 'epoch': 0.95}
{'loss': 1.1784, 'grad_norm': 1.539459564574953, 'learning_rate': 3.406593406593407e-06, 'epoch': 0.95}
{'loss': 1.2353, 'grad_norm': 1.528683516272408, 'learning_rate': 3.2967032967032968e-06, 'epoch': 0.95}
{'loss': 1.3049, 'grad_norm': 1.4701555709521064, 'learning_rate': 3.1868131868131867e-06, 'epoch': 0.95}
{'loss': 1.2914, 'grad_norm': 1.5162787060013312, 'learning_rate': 3.076923076923077e-06, 'epoch': 0.96}
{'loss': 1.2172, 'grad_norm': 1.5508849448024087, 'learning_rate': 2.967032967032967e-06, 'epoch': 0.96}
{'loss': 1.21, 'grad_norm': 1.4662761551263257, 'learning_rate': 2.8571428571428573e-06, 'epoch': 0.96}
{'loss': 1.3724, 'grad_norm': 1.499335857228662, 'learning_rate': 2.747252747252747e-06, 'epoch': 0.96}
